id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
38745,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Nike Unisex Black All Access Fullfare Backpack
55983,Women,Personal Care,Lips,Lipstick,Burgundy,Spring,2017.0,Casual,Colorbar Velvet Matte Forever Mauve Lipstick 50MA
58492,Women,Apparel,Dress,Dresses,Olive,Fall,2012.0,Casual,Tonga Women Olive Dress
5910,Women,Footwear,Shoes,Casual Shoes,Silver,Summer,2011.0,Casual,ADIDAS Women Daily Vulc Silver Shoe
58466,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Fossil Men Black Belt
27553,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Scullers Men Navy Blue Shirt
34978,Women,Accessories,Stoles,Stoles,Black,Summer,2012.0,Casual,Fabindia Women Black Stole
38789,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Batman Men Crew Neck Green T-shirt
25204,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Leatherette Light Brown Handbag
31604,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,Nike Men Football Blue Jersey
57072,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Elle Women Blue Jeans
30180,Unisex,Accessories,Bags,Duffel Bag,Navy Blue,Fall,2012.0,Casual,Nike Unisex Navy Blue Duffle Bag
32411,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,ADIDAS Men Thin Striper Navy Blue Polo T-shirt
43486,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,French Connection Men Grey Check Shirt
42554,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Mother Earth Women White & Black Kurta
23107,Men,Accessories,Accessories,Accessory Gift Set,Purple,Fall,2011.0,Formal,Turtle Men Formal Purple Tie
19435,Men,Accessories,Headwear,Caps,Blue,Summer,2012.0,Casual,Quiksilver Men Stripes Blue Caps
39032,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012.0,Formal,Belmonte Men Steel Bright Assorted Cufflinks
53089,Women,Accessories,Jewellery,Necklace and Chains,Silver,Winter,2016.0,Casual,Fabindia Silver Necklace
48607,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Lucera Women Silver Earrings
54856,Women,Accessories,Jewellery,Necklace and Chains,Pink,Fall,2012.0,Casual,Ivory Tag Women Vibrant Pink Necklace
5789,Women,Apparel,Bottomwear,Shorts,White,Summer,2011.0,Casual,Jealous 21 Women's Blue White Checkered Short
48241,Boys,Apparel,Topwear,Tshirts,Cream,Summer,2012.0,Casual,Avengers Boys Cream Printed T-shirt
9166,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Rafe Blue Jeans
29276,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Wrangler Women Star Blue Top
47209,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Franco Leone Men Black Formal Shoes
56975,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,HM Women Black Sandals
31887,Women,Accessories,Stoles,Stoles,Blue,Summer,2012.0,Ethnic,Fabindia Women Chanderi Blue Stole
9730,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Indian Terrain Men Brock Navy Blue Shirts
55535,Women,Personal Care,Makeup,Eyeshadow,Multi,Spring,2017.0,Casual,Revlon Custom Eyes Smoky Sexy Eye Shadow 035
25642,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Casual Watch
14337,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Men Flyclave Ltr White Casual Shoes
5760,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,Jealous 21 Women's Black Sequined Top
27327,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017.0,Casual,Jovan Men Sex Appeal Deo
43662,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,ONLY Women Purple Top
43206,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch
6581,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's The Polo Blue T-shirt
13744,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,Belmonte Men Solid Black Shirts
19884,Women,Accessories,Headwear,Caps,White,Fall,2011.0,Casual,ADIDAS Originals Women Brillo White Cap
23125,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2013.0,Casual,Converse Men Red Flip Flops
34192,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Proline Men Striped Red & Blue Polo T-shirt
37717,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,John Players Men Polo Black T-shirt
53252,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive Men Blue Jeans
11483,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Puma Black mens watch Black Watches
38935,Girls,Apparel,Bottomwear,Leggings,Black,Summer,2012.0,Casual,Gini and Jony Girls Black Leggings
37141,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Wills Lifestyle Men Stripes Grey Shirt
40013,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Park Avenue Men Black Frame Sunglasses
32433,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men White Polo T-shirt
29249,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men Snova Glide 4M Black Sports Shoes
51353,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Spykar Women Blue Jeans
9161,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Cairo Blue Jeans
28357,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016.0,Casual,Idee Men Copper Sunglasses
57291,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,French Connection Men Light Blue Shirt
34195,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Proline Men Multicoloured Striped Polo T-shirt
29418,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Giordano Men Black Dial Watch
10300,Men,Footwear,Sandal,Sandals,Brown,Summer,2016.0,Casual,Clarks Men Brown Wild Vibe Leather Closed Sandals
33182,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Sepia Women Blue Top
22838,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012.0,Casual,Woodland Men Khaki Casual Shoes
41764,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Remanika Women Red Top
14754,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Arrow Men Solid Blue Shirts
57057,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,Elle Women Red A-Line Dress
11642,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Women Vintage Black Watch
46317,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fossil Men Silver-Toned Dial Chronograph Watch FS4663
13929,Men,Apparel,Topwear,Shirts,Beige,Summer,2011.0,Casual,United Colors of Benetton Men Solid Beige Shirts
4487,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Lotto Men's Play Off Black Blue Shoe
21816,Men,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fossil Men Midway Black Wallet
56178,Women,Personal Care,Makeup,Concealer,Beige,Spring,2017.0,Casual,Colorbar Sand Beige Concealer 003
24558,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Blue Printed Kurta
52980,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Printed Green Sari
33943,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,ADIDAS Men Polo Blue T-Shirt
8415,Girls,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Doodle Girl's Hippie Chic White Teen Kidswear
43208,Women,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Fastrack Women Grey Dial Watch
34954,Women,Apparel,Saree,Sarees,Beige,Summer,2012.0,Ethnic,Fabindia Women H& Printed Beige Sari
57608,Women,Personal Care,Skin Care,Toner,Rose,Spring,2017.0,,Lotus Herbals Rosetone Facial Skin Toner
11479,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,United Colors of Benetton Women Light Winter Purple Tops
26466,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Story Graphic Green T-shirt
23326,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,W Women Brown Printed Kurta
10336,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,United Colors of Benetton Women Stripes Black Tops
11680,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Lee Men Check Red Shirts
31889,Women,Accessories,Stoles,Stoles,Beige,Summer,2012.0,Ethnic,Fabindia Women Chanderi Yellow Stole
14134,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,Nike Women Solid Grey Track Pants
14908,Women,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,United Colors of Benetton Women Funky Blue Sunglasses
55990,Women,Personal Care,Lips,Lipstick,Maroon,Summer,2019.0,Casual,Colorbar Velvet Matte Rum Raisin Lipstick 41M
38756,Women,Accessories,Bags,Handbags,Fluorescent Green,Summer,2012.0,Casual,Nike Fluorescent Green Tote Bag
18994,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Originals Men G Tag Black Tshirt
44015,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Police Women Pure London Femme Perfume
33147,Girls,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Girls Blue Jeans
52342,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Winter,2015.0,Casual,Red Rose Women Pink Nightdress
25210,Women,Accessories,Bags,Handbags,Grey,Winter,2015.0,Casual,Lino Perros Women Leatherette Grey Handbag
31046,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Arrow Sport Men Check Yellow Shirt
16456,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Locomotive Men Check Blue Shirt
3667,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Fila Men Hex One Grey Red Shoe
4670,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,2011.0,Sports,ADIDAS BP 3S Dark Navy Black Unisex Backpack
18960,Women,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Blue Sweatshirt
24104,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2012.0,Casual,Playboy Men Casual Black Flip Flops
37721,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,John Players Men Polo Red T-shirt
20796,Men,Footwear,Sandal,Sandals,Olive,Fall,2010.0,Casual,Fila Men Tremor Olive Sandal
47456,Women,Footwear,Flip Flops,Flip Flops,Black,Fall,2012.0,Casual,Tiptopp Women Orange Flip Flops
17386,Men,Accessories,Mufflers,Mufflers,Black,Fall,2011.0,Casual,Reid & Taylor Men Solid Black Muffler
13726,Women,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,ADIDAS Women Blue Adi light casual Shoe
34938,Women,Apparel,Topwear,Dupatta,Blue,Summer,2012.0,Ethnic,Fabindia Off White Chanderi Dupatta
30796,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Ethnic,Fabindia Men Striped Maroon Shirt
16630,Men,Apparel,Topwear,Tshirts,Black,Summer,2016.0,Casual,Facit Men Smart Black Tshirt
51331,Men,Apparel,Topwear,Rain Jacket,Black,Summer,2015.0,Casual,Wildcraft Men Black Rain Cheater'13
7258,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Rockport Men Rocky Brookl Nubuck Black Floater
50228,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Stoln Women Black Belt
9560,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men Tmtsc White T-Shirts
27980,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Jockey ZONE Men Zone Black Brief US14
18761,Women,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Arrow Woman Aiyanna White Shirt
51900,Women,Accessories,Wallets,Wallets,Black,Summer,2016.0,Casual,Nyk Women Black Wallet
29648,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Indigo Nation Men Grey Striped Shirt
18933,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Levi's Men Embroidery Black Tshirt
12607,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Jealous 21 Women Solid Purple Shrug
59369,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Vishudh Women Black & White Kurta
10706,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Esprit Women Lissomy Two Tone Gold Watches
11620,Women,Apparel,Topwear,Kurtas,Green,Summer,2011.0,Ethnic,W Women Solid Lime Green Kurtas
21889,Women,Apparel,Topwear,Kurtas,Olive,Fall,2011.0,Ethnic,BIBA Women Printed Green Kurta
52547,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Pepe Jeans Women Blue Jeans
20167,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Multi Blue Shirt
6180,Women,Footwear,Flip Flops,Flip Flops,White,Summer,2011.0,Casual,ADIDAS Women's Lucent Print White Flip Flop
5198,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Superman Men's Superman Side Turq Blue T-shirt
16298,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Peter England Men Check Navy Blue Shirt
29677,Men,Apparel,Bottomwear,Trousers,Olive,Summer,2012.0,Casual,Indigo Nation Men Olive Trousers
17944,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Puma Men Striped  Polo Red Tshirt
2947,Women,Apparel,Topwear,Tops,Yellow,Fall,2010.0,Casual,DUSG Women Uttarkashi Organic Endive Top
19472,Men,Apparel,Topwear,Sweatshirts,Blue,Summer,2012.0,Casual,Quiksilver Men Blue Sweatshirt
59190,Men,Footwear,Sandal,Sandals,Brown,Fall,2012.0,Casual,Gliders Men Brown Sandals
31816,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Titan Men Chronograph Blue Dial Watch
42717,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black Sandals
15242,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,ADIDAS Originals Men Porsche Design SP 2 Black Casual Shoes
47601,Women,Footwear,Shoes,Flats,Brown,Winter,2012.0,Casual,Portia Women White Flats
17171,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Grey Shirt
44084,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Dunhill Men Perfume
23176,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Mark Taylor Men Navy Blue Printed T-shirt
46727,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Rasasi Men Royale Perfume
52929,Women,Apparel,Saree,Sarees,White,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari
52115,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Myntra Women Blue and Yellow Printed Top
34909,Women,Apparel,Topwear,Dupatta,Brown,Summer,2012.0,Ethnic,Fabindia Printed Brown Cotton Silk Dupatta
49139,Women,Personal Care,Lips,Lip Gloss,Skin,Spring,2017.0,Casual,Deborah Euphoric Shine 01 Lip Gloss
53830,Women,Apparel,Topwear,Kurtas,Lavender,Summer,2012.0,Ethnic,Folklore Women Lavender Kurta
45169,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Casio Enticer Men Silver Analogue Watch MTP-1314D-7AVDF(A552)
41991,Boys,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Check Black Shirt
21880,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,BIBA Women Solid Black Kurta
5966,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Locomotive Men Blue Grey White Checked Shirt
25424,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Puma Men Mid Evo Leather Black Casual Shoes
25616,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Casual Watch
8219,Unisex,Accessories,Bags,Backpacks,Red,Winter,2016.0,Casual,Fastrack Unisex Navy Red Single Strap Backpack
37743,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,John Players Men Stripes Grey Shirt
28599,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2012.0,Sports,Fila Men Calcio Red Sports Shoes
26255,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2012.0,Casual,Proline Men Navy Track Pants
52911,Women,Apparel,Saree,Sarees,Mustard,Fall,2012.0,Ethnic,FNF Mustard Sari
43863,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012.0,Ethnic,Royal Diadem Earrings
20955,Men,Footwear,Flip Flops,Flip Flops,Red,Fall,2011.0,Casual,ADIDAS Men Adi Cells Red Flip Flops
19685,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Printed Grey Top
52986,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Sari
39685,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Lotto Men Black Shoes
59760,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Rocia Women White Flats
17788,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Reid & Taylor Men Stripes Black Socks
9397,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Women Wmns Lun White Sports Shoes
38591,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Nike Women Printed Grey T-shirt
2915,Women,Apparel,Topwear,Tops,White,Fall,2010.0,Casual,DUSG Women Bandhavgarh Organic Aqua Top
50619,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Chromozome Men Navy Blue Briefs
55965,Women,Personal Care,Lips,Lipstick,Magenta,Summer,2019.0,Casual,ColorBar Velvet Matte Oh My Magenta 1 Lipstick 85V
19276,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Guess Women Prism White Watch
59794,Women,Apparel,Topwear,Tunics,Blue,Fall,2012.0,Casual,United Colors of Benetton Women Blue Tunic
22696,Men,Footwear,Flip Flops,Flip Flops,Orange,Summer,2011.0,Casual,Nike Men Splash  Orange Flip Flops
42541,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Mother Earth Women Blue Kurta
20797,Men,Footwear,Sandal,Sandals,Grey,Fall,2010.0,Casual,Fila Men Tremor Grey Sandal
16201,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Polo Black TShirt
18995,Unisex,Accessories,Headwear,Caps,Navy Blue,Fall,2011.0,Casual,ADIDAS Originals Unisex Woolie Navy Blue Cap
14764,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Arrow Men Stripes White Blue Shirts
2572,Women,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2011.0,Casual,Domyos Women Navy Blue Track Pants
25447,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,Nike Men Casual Navy Blue Shoes
24595,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Little Miss Women Grey Printed T-shirt
44642,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Arrow Woman Red Top
49733,Men,Accessories,Ties,Ties,Black,Summer,2012.0,Formal,Park Avenue Men Black Tie
49357,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Black Casual Shoes
47239,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Playboy Men Red Shoes
11447,Women,Apparel,Topwear,Sweaters,White,Fall,2011.0,Casual,United Colors of Benetton Women Light Winter White Sweater
22457,Women,Apparel,Bottomwear,Leggings,Cream,Fall,2011.0,Casual,Myntra Women Cream Leggings
43460,Women,Apparel,Loungewear and Nightwear,Night suits,Grey Melange,Summer,2017.0,Casual,SDL by Sweet Dreams Women Grey Melange Jumpsuit
16206,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Puma Men Hazard Green TShirt
45135,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Casio Enticer Women White Dial Watch  LTP-1235SG-7ADF(A360)
10105,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Women Analogue Leather Steel Watches
53606,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Q&Q Men Blue Digital Watch
29279,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Men Blue Aaron Check Shirt
15221,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,ADIDAS Originals Men Court Lounge Brown Casual Shoes
25449,Women,Footwear,Flip Flops,Flip Flops,Green,Summer,2012.0,Casual,Nike Women Snapper Thong Flip Flop
5759,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,Jealous 21 Women Black Party Top
27548,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Scullers Men White & Navy Blue Check Shirt
58445,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fossil Women White Dial Watch
12831,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Ant Kids Pink Tops
18537,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Puma Unisex Limnos Black Casual Shoes
15228,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,ADIDAS Originals Men Porsche Design Black Casual Shoes
10568,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,Puma Men Knitted Navy Blue Sweater
9352,Men,Accessories,Socks,Socks,White,Fall,2011.0,Casual,Puma Men Sports Socks 1 Pair White Socks
51193,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Enamor Women Black Bra
14103,Women,Apparel,Topwear,Tshirts,Cream,Fall,2011.0,Casual,Flying Machine Women Solid Cream Tops
20336,Men,Apparel,Topwear,Tshirts,Black,Fall,2015.0,Sports,Nike Black Legend      Training  Tshirts
25476,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Nike Men Lite Force  Red Casual Shoes
10765,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Winter,2012.0,Casual,Disney Unisex Kids Basic Navy Blue Flip Flops
56170,Women,Personal Care,Makeup,Kajal and Eyeliner,Mauve,Spring,2017.0,Casual,Colorbar Color Intense Mauve Mermaid Liquid Eyeliner 009
26207,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017.0,Casual,Perry Ellis Women Perfume
23123,Unisex,Footwear,Flip Flops,Flip Flops,Red,Spring,2013.0,Casual,Converse Unisex Red Basic Flip Flops
54071,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men Black P Absolado Trx HG Football Shoes
1904,Men,Apparel,Topwear,Tshirts,Blue,Winter,2010.0,Sports,FIFA Men Brazil Blue & Yellow Jersey
39481,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012.0,Ethnic,Diva Women Blue Kurti
49530,Women,Accessories,Bags,Clutches,Red,Summer,2012.0,Casual,Rocia Women Red Purse
46920,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,York Men Black Perfume
48086,Women,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,French Connection Navy Blue Dress
56980,Women,Footwear,Shoes,Flats,Magenta,Winter,2012.0,Casual,HM Women Magenta Sandals
5795,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,ADIDAS Men's Graphic White T-shirt
23786,Women,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,Oakley Women Beckon Blue Sunglasses
34731,Women,Accessories,Bags,Handbags,Mustard,Summer,2012.0,Casual,Baggit Women Mustard Selection Hunt Sling Bag
34503,Women,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,Van Heusen Woman Grey Straight Fit Trousers
25643,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Men Silver Casual Watch
52375,Women,Apparel,Loungewear and Nightwear,Nightdress,Yellow,Winter,2015.0,Casual,Red Rose Women Yellow Nightdress
40482,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Fila Men Black Speed Lite Shoes
33170,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Sepia Women Oxygen Blue Top
52147,Women,Apparel,Topwear,Tshirts,Lime Green,Summer,2012.0,Casual,Femella Women Green Polo T-Shirt
34355,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Jazzy Move Printed T-shirt
16005,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Turtle Stripes Men Grey Sweaters
3052,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Tantra Men's Stop Train Violet T-shirt
15412,Women,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,Fila Women Hex II White And Black Sports Shoes
21627,Women,Apparel,Innerwear,Bra,Black,Fall,2012.0,Casual,Enamor Women Lift Black Bra
8688,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men Basics Black Sunglasses
28598,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Fila Men Calcio White Sports Shoes
14998,Men,Apparel,Topwear,Tshirts,Olive,Fall,2011.0,Sports,ADIDAS Men Printed Olive Tshirts
35643,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,U.S. Polo Assn. Men Brown Sandals
4613,Unisex,Accessories,Bags,Handbags,Green,Winter,2015.0,Casual,Wildcraft Unisex Green & Grey Printed Sling Bag
27372,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Tantra Men Blood Test Green T-shirt
58871,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012.0,Casual,Hakashi Men Steel Cufflinks
31673,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Men Washed Blue Jeans
4283,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011.0,Formal,Rockport Men's Ananti Black Formal Shoe
50476,Men,Apparel,Innerwear,Briefs,Black,Winter,2016.0,Casual,Chromozome Men Black Briefs
19684,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Printed Blue Top
45739,Women,Apparel,Topwear,Kurtas,Lavender,Summer,2012.0,Ethnic,Folklore Women Lavender Kurta
38735,Unisex,Accessories,Accessories,Messenger Bag,Black,Fall,2012.0,Casual,Nike Unisex Black Messenger Bag
47638,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Carlton London Women Black Peep Toes
28137,Men,Apparel,Innerwear,Briefs,Olive,Summer,2016.0,Casual,Jockey COMFORT PLUS Men Olive Brief 8044
